"actorId","phase","currentBoundary","pointer","targetIds","startUtf16","endUtf16","text","coverage","work","deterministicOperations","prerequisites","residual","expected"
"lord-varxis","initial","initial submitted frontier","/rawText","[""home""]","54","77","明晨矿车队与两座夜班矿井不能同时争用同一批人。","fallback","条件/否定/承诺约束","[]","原意完整保留，依赖的行动/证据满足后才检验其遵守情况。十二守卫重排需矿井班次、护送距离、风险和实际人员表，不能仅做人数算术。","约束文本可保存，但不是独立完成的世界工作，不计执行覆盖收益","新班表有来源和不同时争用的可核验分配；宣告不能替代人员到位。"
"master-corvin-hale","initial","initial submitted frontier","/rawText","[""company"",""city""]","0","16","我先不出面接触 Causari，","fallback","条件/否定/承诺约束","[]","原意完整保留，依赖的行动/证据满足后才检验其遵守情况。不亲自接触；两中间人并行，散布旧例和探询意愿；反馈名单属于私有证词。","约束文本可保存，但不是独立完成的世界工作，不计执行覆盖收益","两支派遣和真实接触分别留证据，实际愿意者/顾虑有来源，不替人承诺。"
"master-corvin-hale","initial","initial submitted frontier","/rawText","[""company"",""city""]","16","58","而是让 Company of Honorable Men 的两名可靠中间人分头行动：","fallback","召集/派遣/接触","[]","个体或执行者身份、通道、可用性、旅行/接触时序与自主响应成立。不亲自接触；两中间人并行，散布旧例和探询意愿；反馈名单属于私有证词。","群体不是心智；请求、派出、到达和执行不能相互推导","两支派遣和真实接触分别留证据，实际愿意者/顾虑有来源，不替人承诺。"
"master-corvin-hale","initial","initial submitted frontier","/rawText","[""company"",""city""]","58","91","一人去码头与酒馆散布“交权请愿又被地下安全当借口拖延”的具体旧例，","fallback","表达/请求","[]","发话者有依据，实际接触和通道/时序由规则或裁决确立。不亲自接触；两中间人并行，散布旧例和探询意愿；反馈名单属于私有证词。","发出内容不证明送达、答复、相信、服从或后续任务完成","两支派遣和真实接触分别留证据，实际愿意者/顾虑有来源，不替人承诺。"
"master-corvin-hale","initial","initial submitted frontier","/rawText","[""company"",""city""]","91","126","另一人去接触商贩和退役公会成员，试探他们对联合要求交权期限的接受程度。","fallback","表达/请求","[]","发话者有依据，实际接触和通道/时序由规则或裁决确立。不亲自接触；两中间人并行，散布旧例和探询意愿；反馈名单属于私有证词。","发出内容不证明送达、答复、相信、服从或后续任务完成","两支派遣和真实接触分别留证据，实际愿意者/顾虑有来源，不替人承诺。"
"master-corvin-hale","initial","initial submitted frontier","/rawText","[""company"",""city""]","126","146","我只要求他们带回愿意联名者的名单与顾虑，","fallback","表达/请求","[]","发话者有依据，实际接触和通道/时序由规则或裁决确立。不亲自接触；两中间人并行，散布旧例和探询意愿；反馈名单属于私有证词。","发出内容不证明送达、答复、相信、服从或后续任务完成","两支派遣和真实接触分别留证据，实际愿意者/顾虑有来源，不替人承诺。"
"master-corvin-hale","initial","initial submitted frontier","/rawText","[""company"",""city""]","146","156","不替任何人许诺条件。","fallback","条件/否定/承诺约束","[]","原意完整保留，依赖的行动/证据满足后才检验其遵守情况。不亲自接触；两中间人并行，散布旧例和探询意愿；反馈名单属于私有证词。","约束文本可保存，但不是独立完成的世界工作，不计执行覆盖收益","两支派遣和真实接触分别留证据，实际愿意者/顾虑有来源，不替人承诺。"
"matthew-thanes","initial","initial submitted frontier","/rawText","[""northern-road"",""company""]","0","29","我先把北路沿途的登记点、水井与最近可用接应点在心里过一遍，","fallback","推断/选择/规划","[]","相关证据由该主体合法获得，并保留自主判断。心中回顾不产生外部事实；侦察准备与本人准备不能计作已勘查。","计算合法不能证明推断、意愿或外交结果正确；计划不是完成","可记录个人回顾/备装/携物和待出发状态；前往炊烟与调查留 pending。"
"matthew-thanes","initial","initial submitted frontier","/rawText","[""northern-road"",""company""]","29","60","并让一名熟悉 Muncaester 路的斥候备好轻装与信号旗；","fallback","召集/派遣/接触","[]","个体或执行者身份、通道、可用性、旅行/接触时序与自主响应成立。心中回顾不产生外部事实；侦察准备与本人准备不能计作已勘查。","群体不是心智；请求、派出、到达和执行不能相互推导","可记录个人回顾/备装/携物和待出发状态；前往炊烟与调查留 pending。"
"matthew-thanes","initial","initial submitted frontier","/rawText","[""northern-road"",""company""]","60","71","我自己带上旅粮和绳索，","fallback","物理操作/制作","[]","具体对象、资源所有权、数量、材料与执行规则成立。心中回顾不产生外部事实；侦察准备与本人准备不能计作已勘查。","抽象库存和工具名称不能证明加固、搬运、张贴或制作已发生","可记录个人回顾/备装/携物和待出发状态；前往炊烟与调查留 pending。"
"matthew-thanes","initial","initial submitted frontier","/rawText","[""northern-road"",""company""]","71","92","准备沿最后报到点向炊烟方向做一次近距勘查。","fallback","推断/选择/规划","[]","相关证据由该主体合法获得，并保留自主判断。心中回顾不产生外部事实；侦察准备与本人准备不能计作已勘查。","计算合法不能证明推断、意愿或外交结果正确；计划不是完成","可记录个人回顾/备装/携物和待出发状态；前往炊烟与调查留 pending。"
"mayor-holbein-redleaf","initial","initial submitted frontier","/attempts/0/text","[""home-village"",""ruined-keep""]","0","26","我带上画笔与卷尺，亲自到西北田墙再看一次那些新痕迹：","fallback","移动/到场","[]","起终点、路线、移动规则、实际持续时间和接触成立。现场痕迹细节与因果判断未知；另一支询问车夫意愿，护送只是条件。","准备或提出前往不证明到达；不能用同一 placement 假定接触","观察记录和判断分离，两名车夫各自答复/护送记录；不惊民、不强迫夜探。"
"mayor-holbein-redleaf","initial","initial submitted frontier","/attempts/0/text","[""home-village"",""ruined-keep""]","26","48","量出擦痕高度、黏液干湿和与旧污迹的颜色差别，","fallback","观察/核查","[]","合法访问/感知依据、具体既存资料或已裁决的现场证据。现场痕迹细节与因果判断未知；另一支询问车夫意愿，护送只是条件。","未知细节、发现过程、比较结论不能由事实可见标签自动产生","观察记录和判断分离，两名车夫各自答复/护送记录；不惊民、不强迫夜探。"
"mayor-holbein-redleaf","initial","initial submitted frontier","/attempts/0/text","[""home-village"",""ruined-keep""]","48","61","并在田埂边画出草倒伏方向，","fallback","记录/复述","[]","原始数据、证词来源、记录载体或实际复述存在。现场痕迹细节与因果判断未知；另一支询问车夫意愿，护送只是条件。","复制不能创造被抄信息，也不能把意图或命令当作已有记录","观察记录和判断分离，两名车夫各自答复/护送记录；不惊民、不强迫夜探。"
"mayor-holbein-redleaf","initial","initial submitted frontier","/attempts/0/text","[""home-village"",""ruined-keep""]","61","78","判断那生物是穿田而过还是沿墙游走。","fallback","推断/选择/规划","[]","相关证据由该主体合法获得，并保留自主判断。现场痕迹细节与因果判断未知；另一支询问车夫意愿，护送只是条件。","计算合法不能证明推断、意愿或外交结果正确；计划不是完成","观察记录和判断分离，两名车夫各自答复/护送记录；不惊民、不强迫夜探。"
"mayor-holbein-redleaf","initial","initial submitted frontier","/attempts/0/text","[""home-village"",""ruined-keep""]","78","89","我只记录，不惊动农户。","fallback","条件/否定/承诺约束","[]","原意完整保留，依赖的行动/证据满足后才检验其遵守情况。现场痕迹细节与因果判断未知；另一支询问车夫意愿，护送只是条件。","约束文本可保存，但不是独立完成的世界工作，不计执行覆盖收益","观察记录和判断分离，两名车夫各自答复/护送记录；不惊民、不强迫夜探。"
"mayor-holbein-redleaf","initial","initial submitted frontier","/attempts/1/text","[""home-village"",""blackoak-castle""]","0","27","同时我让 constable 把两名运粮车夫请到村厅，","fallback","召集/派遣/接触","[]","个体或执行者身份、通道、可用性、旅行/接触时序与自主响应成立。现场痕迹细节与因果判断未知；另一支询问车夫意愿，护送只是条件。","群体不是心智；请求、派出、到达和执行不能相互推导","观察记录和判断分离，两名车夫各自答复/护送记录；不惊民、不强迫夜探。"
"mayor-holbein-redleaf","initial","initial submitted frontier","/attempts/1/text","[""home-village"",""blackoak-castle""]","27","56","明确问他们：若派两人持灯护送，他们愿不愿意按原定日子出发？","fallback","表达/请求","[]","发话者有依据，实际接触和通道/时序由规则或裁决确立。现场痕迹细节与因果判断未知；另一支询问车夫意愿，护送只是条件。","发出内容不证明送达、答复、相信、服从或后续任务完成","观察记录和判断分离，两名车夫各自答复/护送记录；不惊民、不强迫夜探。"
"mayor-holbein-redleaf","initial","initial submitted frontier","/attempts/1/text","[""home-village"",""blackoak-castle""]","56","75","我把护送人数、路段和返程时间逐条记下，","fallback","记录/复述","[]","原始数据、证词来源、记录载体或实际复述存在。现场痕迹细节与因果判断未知；另一支询问车夫意愿，护送只是条件。","复制不能创造被抄信息，也不能把意图或命令当作已有记录","观察记录和判断分离，两名车夫各自答复/护送记录；不惊民、不强迫夜探。"
"mayor-holbein-redleaf","initial","initial submitted frontier","/attempts/1/text","[""home-village"",""blackoak-castle""]","75","90","不强迫任何人夜间深入废堡方向。","fallback","条件/否定/承诺约束","[]","原意完整保留，依赖的行动/证据满足后才检验其遵守情况。现场痕迹细节与因果判断未知；另一支询问车夫意愿，护送只是条件。","约束文本可保存，但不是独立完成的世界工作，不计执行覆盖收益","观察记录和判断分离，两名车夫各自答复/护送记录；不惊民、不强迫夜探。"
"naomi","initial","initial submitted frontier","/rawText","[""island"",""bay""]","0","50","我先沿岛岸逐段复查最近那两处痕迹：带斧痕的登陆点、被风浪冲破而无工具的小艇，以及附近折枝与鸟群动向。","fallback","观察/核查","[]","合法访问/感知依据、具体既存资料或已裁决的现场证据。两类来客的痕迹需现场访问；盐迹、脚印和鸟群细节不由描述自动生成。","未知细节、发现过程、比较结论不能由事实可见标签自动产生","来源分组的逐项观察记录，不把不同来客或推断合并成一个事实。"
"naomi","initial","initial submitted frontier","/rawText","[""island"",""bay""]","50","69","我按枝痕新旧、盐迹和脚印方向分别记录，","fallback","记录/复述","[]","原始数据、证词来源、记录载体或实际复述存在。两类来客的痕迹需现场访问；盐迹、脚印和鸟群细节不由描述自动生成。","复制不能创造被抄信息，也不能把意图或命令当作已有记录","来源分组的逐项观察记录，不把不同来客或推断合并成一个事实。"
"naomi","initial","initial submitted frontier","/rawText","[""island"",""bay""]","69","80","不把两类来客混成一类。","fallback","条件/否定/承诺约束","[]","原意完整保留，依赖的行动/证据满足后才检验其遵守情况。两类来客的痕迹需现场访问；盐迹、脚印和鸟群细节不由描述自动生成。","约束文本可保存，但不是独立完成的世界工作，不计执行覆盖收益","来源分组的逐项观察记录，不把不同来客或推断合并成一个事实。"
"neera-dane","initial","initial submitted frontier","/rawText","[""home-village"",""ranger-families""]","0","25","我先召集 Ashdown 议会中几名还能值夜的人，","fallback","召集/派遣/接触","[]","个体或执行者身份、通道、可用性、旅行/接触时序与自主响应成立。逐户劳动力和照护负担不是一个 faction 余量；需个人/住户资料及授权。","群体不是心智；请求、派出、到达和执行不能相互推导","逐户可调人手、治疗/住宿/向导三栏均有来源，保留无法抽调者。"
"neera-dane","initial","initial submitted frontier","/rawText","[""home-village"",""ranger-families""]","25","75","把本季住户名册按户核对：谁家已有成年人随巡逻圈在外、谁还能短时护送或值夜、谁家照看老人孩子不能抽调。","fallback","观察/核查","[]","合法访问/感知依据、具体既存资料或已裁决的现场证据。逐户劳动力和照护负担不是一个 faction 余量；需个人/住户资料及授权。","未知细节、发现过程、比较结论不能由事实可见标签自动产生","逐户可调人手、治疗/住宿/向导三栏均有来源，保留无法抽调者。"
"neera-dane","initial","initial submitted frontier","/rawText","[""home-village"",""ranger-families""]","75","102","我要求他们把能提供的治疗、住宿和短期向导分成三栏写清，","fallback","表达/请求","[]","发话者有依据，实际接触和通道/时序由规则或裁决确立。逐户劳动力和照护负担不是一个 faction 余量；需个人/住户资料及授权。","发出内容不证明送达、答复、相信、服从或后续任务完成","逐户可调人手、治疗/住宿/向导三栏均有来源，保留无法抽调者。"
"neera-dane","initial","initial submitted frontier","/rawText","[""home-village"",""ranger-families""]","102","110","而不是笼统答应。","fallback","条件/否定/承诺约束","[]","原意完整保留，依赖的行动/证据满足后才检验其遵守情况。逐户劳动力和照护负担不是一个 faction 余量；需个人/住户资料及授权。","约束文本可保存，但不是独立完成的世界工作，不计执行覆盖收益","逐户可调人手、治疗/住宿/向导三栏均有来源，保留无法抽调者。"
"player","initial","initial submitted frontier","/attempts/0/text","[""harbor""]","0","21","我先在港区找一处能避风的屋檐或客栈登记处，","fallback","移动/到场","[]","起终点、路线、移动规则、实际持续时间和接触成立。这是自治 Agent player，不是外部玩家 harbor-wayfarer-1；住宿与港区情报两线并行且未绑定受话者。","准备或提出前往不证明到达；不能用同一 placement 假定接触","分别收到价格/床位信息及三问证词；不预付，保留未确定安全性与后续接触选择。"
"player","initial","initial submitted frontier","/attempts/0/text","[""harbor""]","21","35","问清价格和今夜是否还有床位；","fallback","表达/请求","[]","发话者有依据，实际接触和通道/时序由规则或裁决确立。这是自治 Agent player，不是外部玩家 harbor-wayfarer-1；住宿与港区情报两线并行且未绑定受话者。","发出内容不证明送达、答复、相信、服从或后续任务完成","分别收到价格/床位信息及三问证词；不预付，保留未确定安全性与后续接触选择。"
"player","initial","initial submitted frontier","/attempts/0/text","[""harbor""]","35","52","风暴将至，先确保落脚点，再谈其他。","fallback","推断/选择/规划","[]","相关证据由该主体合法获得，并保留自主判断。这是自治 Agent player，不是外部玩家 harbor-wayfarer-1；住宿与港区情报两线并行且未绑定受话者。","计算合法不能证明推断、意愿或外交结果正确；计划不是完成","分别收到价格/床位信息及三问证词；不预付，保留未确定安全性与后续接触选择。"
"player","initial","initial submitted frontier","/attempts/0/text","[""harbor""]","52","65","我只打听，不预付整周的钱。","fallback","条件/否定/承诺约束","[]","原意完整保留，依赖的行动/证据满足后才检验其遵守情况。这是自治 Agent player，不是外部玩家 harbor-wayfarer-1；住宿与港区情报两线并行且未绑定受话者。","约束文本可保存，但不是独立完成的世界工作，不计执行覆盖收益","分别收到价格/床位信息及三问证词；不预付，保留未确定安全性与后续接触选择。"
"player","initial","initial submitted frontier","/attempts/1/text","[""harbor"",""castle""]","0","54","与此同时，我向港工或领航人问三件事：哪条街是本地势力常出入的、最近城外道路是否安全、港区里谁的消息比较可靠。","fallback","表达/请求","[]","发话者有依据，实际接触和通道/时序由规则或裁决确立。这是自治 Agent player，不是外部玩家 harbor-wayfarer-1；住宿与港区情报两线并行且未绑定受话者。","发出内容不证明送达、答复、相信、服从或后续任务完成","分别收到价格/床位信息及三问证词；不预付，保留未确定安全性与后续接触选择。"
"player","initial","initial submitted frontier","/attempts/1/text","[""harbor"",""castle""]","54","68","我留意他们的迟疑和指路方向，","fallback","观察/核查","[]","合法访问/感知依据、具体既存资料或已裁决的现场证据。这是自治 Agent player，不是外部玩家 harbor-wayfarer-1；住宿与港区情报两线并行且未绑定受话者。","未知细节、发现过程、比较结论不能由事实可见标签自动产生","分别收到价格/床位信息及三问证词；不预付，保留未确定安全性与后续接触选择。"
"player","initial","initial submitted frontier","/attempts/1/text","[""harbor"",""castle""]","68","76","再决定先接触谁。","fallback","推断/选择/规划","[]","相关证据由该主体合法获得，并保留自主判断。这是自治 Agent player，不是外部玩家 harbor-wayfarer-1；住宿与港区情报两线并行且未绑定受话者。","计算合法不能证明推断、意愿或外交结果正确；计划不是完成","分别收到价格/床位信息及三问证词；不预付，保留未确定安全性与后续接触选择。"
"rinisar-anothil","initial","initial submitted frontier","/rawText","[""field-cell"",""field-camp""]","0","22","我先在营地召集诱饵、警戒和断后三组的负责人，","fallback","召集/派遣/接触","[]","个体或执行者身份、通道、可用性、旅行/接触时序与自主响应成立。三组负责人各有私有报告；风向、岔路与诱饵是待核实情况。","群体不是心智；请求、派出、到达和执行不能相互推导","逐组失败点和缺口有来源；不得共享全盘计划或把堵路请求变成已封路。"
"rinisar-anothil","initial","initial submitted frontier","/rawText","[""field-cell"",""field-camp""]","22","71","逐项核对他们各自报告的失败点：诱饵是否够稳、狭口风向是否还合、那条会把追击引回营地的岔路能否封住。","fallback","观察/核查","[]","合法访问/感知依据、具体既存资料或已裁决的现场证据。三组负责人各有私有报告；风向、岔路与诱饵是待核实情况。","未知细节、发现过程、比较结论不能由事实可见标签自动产生","逐组失败点和缺口有来源；不得共享全盘计划或把堵路请求变成已封路。"
"rinisar-anothil","initial","initial submitted frontier","/rawText","[""field-cell"",""field-camp""]","71","92","我要求他们只报事实与缺口，不交换全盘计划。","fallback","表达/请求","[]","发话者有依据，实际接触和通道/时序由规则或裁决确立。三组负责人各有私有报告；风向、岔路与诱饵是待核实情况。","发出内容不证明送达、答复、相信、服从或后续任务完成","逐组失败点和缺口有来源；不得共享全盘计划或把堵路请求变成已封路。"
"sapphire-enchantress","initial","initial submitted frontier","/rawText","[""shell-island"",""hall""]","0","30","我先把月贝岛最近的采集、满月转化与实际交付记录分开重抄一遍，","fallback","记录/复述","[]","原始数据、证词来源、记录载体或实际复述存在。当前记录的批次日期、数量和经手人未自动由 Viz 总量产生；比较对象也需证据。","复制不能创造被抄信息，也不能把意图或命令当作已有记录","按实际原记录重抄和标注；缺项明确无证据，不制造历史批次。"
"sapphire-enchantress","initial","initial submitted frontier","/rawText","[""shell-island"",""hall""]","30","46","标注每一批的日期、数量与经手人；","fallback","记录/复述","[]","原始数据、证词来源、记录载体或实际复述存在。当前记录的批次日期、数量和经手人未自动由 Viz 总量产生；比较对象也需证据。","复制不能创造被抄信息，也不能把意图或命令当作已有记录","按实际原记录重抄和标注；缺项明确无证据，不制造历史批次。"
"sapphire-enchantress","initial","initial submitted frontier","/rawText","[""shell-island"",""hall""]","46","65","凡记录中缺项或无法与陨山作比较的地方，","fallback","条件/否定/承诺约束","[]","原意完整保留，依赖的行动/证据满足后才检验其遵守情况。当前记录的批次日期、数量和经手人未自动由 Viz 总量产生；比较对象也需证据。","约束文本可保存，但不是独立完成的世界工作，不计执行覆盖收益","按实际原记录重抄和标注；缺项明确无证据，不制造历史批次。"
"sapphire-enchantress","initial","initial submitted frontier","/rawText","[""shell-island"",""hall""]","65","77","我留空并写明“无证据”，","fallback","条件/否定/承诺约束","[]","原意完整保留，依赖的行动/证据满足后才检验其遵守情况。当前记录的批次日期、数量和经手人未自动由 Viz 总量产生；比较对象也需证据。","约束文本可保存，但不是独立完成的世界工作，不计执行覆盖收益","按实际原记录重抄和标注；缺项明确无证据，不制造历史批次。"
"sapphire-enchantress","initial","initial submitted frontier","/rawText","[""shell-island"",""hall""]","77","83","不补上猜想。","fallback","条件/否定/承诺约束","[]","原意完整保留，依赖的行动/证据满足后才检验其遵守情况。当前记录的批次日期、数量和经手人未自动由 Viz 总量产生；比较对象也需证据。","约束文本可保存，但不是独立完成的世界工作，不计执行覆盖收益","按实际原记录重抄和标注；缺项明确无证据，不制造历史批次。"
"scytheback","initial","initial submitted frontier","/rawText","[""last-trail"",""self""]","0","24","沿失踪子代最后一次可确认的西北飞行路线低空巡猎，","fallback","移动/到场","[]","起终点、路线、移动规则、实际持续时间和接触成立。低空巡猎路线、途中感知和失踪子代痕迹须裁决，线索不等于结论。","准备或提出前往不证明到达；不能用同一 placement 假定接触","实际移动/观察记录，保留线索等级和猎路私密性。"
"scytheback","initial","initial submitted frontier","/rawText","[""last-trail"",""self""]","24","49","仔细观察岩面刮痕、焦痕、脱落的鳞片与被啃食的骸骨，","fallback","观察/核查","[]","合法访问/感知依据、具体既存资料或已裁决的现场证据。低空巡猎路线、途中感知和失踪子代痕迹须裁决，线索不等于结论。","未知细节、发现过程、比较结论不能由事实可见标签自动产生","实际移动/观察记录，保留线索等级和猎路私密性。"
"scytheback","initial","initial submitted frontier","/rawText","[""last-trail"",""self""]","49","64","任何一处都先当作线索而非结论，","fallback","条件/否定/承诺约束","[]","原意完整保留，依赖的行动/证据满足后才检验其遵守情况。低空巡猎路线、途中感知和失踪子代痕迹须裁决，线索不等于结论。","约束文本可保存，但不是独立完成的世界工作，不计执行覆盖收益","实际移动/观察记录，保留线索等级和猎路私密性。"
"scytheback","initial","initial submitted frontier","/rawText","[""last-trail"",""self""]","64","76","不向任何人泄露猎路细节。","fallback","条件/否定/承诺约束","[]","原意完整保留，依赖的行动/证据满足后才检验其遵守情况。低空巡猎路线、途中感知和失踪子代痕迹须裁决，线索不等于结论。","约束文本可保存，但不是独立完成的世界工作，不计执行覆盖收益","实际移动/观察记录，保留线索等级和猎路私密性。"
"sheriff-barris-ironoak","initial","initial submitted frontier","/attempts/0/text","[""market-town"",""constable-watch""]","0","27","带两名亲信 constable 巡查北侧装货巷与酒摊，","fallback","观察/核查","[]","合法访问/感知依据、具体既存资料或已裁决的现场证据。巡查/疏散与私下约谈两支；constable 个体、报价证词、现场堵点均须证据。","未知细节、发现过程、比较结论不能由事实可见标签自动产生","独立记录现场/清理进度与两份私密陈述；暂不抓捕、不公开调查。"
"sheriff-barris-ironoak","initial","initial submitted frontier","/attempts/0/text","[""market-town"",""constable-watch""]","27","40","记录堵点、车流与轮值缺口，","fallback","记录/复述","[]","原始数据、证词来源、记录载体或实际复述存在。巡查/疏散与私下约谈两支；constable 个体、报价证词、现场堵点均须证据。","复制不能创造被抄信息，也不能把意图或命令当作已有记录","独立记录现场/清理进度与两份私密陈述；暂不抓捕、不公开调查。"
"sheriff-barris-ironoak","initial","initial submitted frontier","/attempts/0/text","[""market-town"",""constable-watch""]","40","60","命令清理唯一的横向疏散口并划定人货通道，","fallback","表达/请求","[]","发话者有依据，实际接触和通道/时序由规则或裁决确立。巡查/疏散与私下约谈两支；constable 个体、报价证词、现场堵点均须证据。","发出内容不证明送达、答复、相信、服从或后续任务完成","独立记录现场/清理进度与两份私密陈述；暂不抓捕、不公开调查。"
"sheriff-barris-ironoak","initial","initial submitted frontier","/attempts/0/text","[""market-town"",""constable-watch""]","60","76","暂不抓捕任何人，只保留现场记录。","fallback","条件/否定/承诺约束","[]","原意完整保留，依赖的行动/证据满足后才检验其遵守情况。巡查/疏散与私下约谈两支；constable 个体、报价证词、现场堵点均须证据。","约束文本可保存，但不是独立完成的世界工作，不计执行覆盖收益","独立记录现场/清理进度与两份私密陈述；暂不抓捕、不公开调查。"
"sheriff-barris-ironoak","initial","initial submitted frontier","/attempts/1/text","[""constable-watch""]","0","26","分别约谈那两名报告过私下出价的 constable，","fallback","召集/派遣/接触","[]","个体或执行者身份、通道、可用性、旅行/接触时序与自主响应成立。巡查/疏散与私下约谈两支；constable 个体、报价证词、现场堵点均须证据。","群体不是心智；请求、派出、到达和执行不能相互推导","独立记录现场/清理进度与两份私密陈述；暂不抓捕、不公开调查。"
"sheriff-barris-ironoak","initial","initial submitted frontier","/attempts/1/text","[""constable-watch""]","26","46","要求他们写清商号、时间、地点和传递手段，","fallback","表达/请求","[]","发话者有依据，实际接触和通道/时序由规则或裁决确立。巡查/疏散与私下约谈两支；constable 个体、报价证词、现场堵点均须证据。","发出内容不证明送达、答复、相信、服从或后续任务完成","独立记录现场/清理进度与两份私密陈述；暂不抓捕、不公开调查。"
"sheriff-barris-ironoak","initial","initial submitted frontier","/attempts/1/text","[""constable-watch""]","46","60","承诺记录会保密但必须可复核，","fallback","表达/请求","[]","发话者有依据，实际接触和通道/时序由规则或裁决确立。巡查/疏散与私下约谈两支；constable 个体、报价证词、现场堵点均须证据。","发出内容不证明送达、答复、相信、服从或后续任务完成","独立记录现场/清理进度与两份私密陈述；暂不抓捕、不公开调查。"
"sheriff-barris-ironoak","initial","initial submitted frontier","/attempts/1/text","[""constable-watch""]","60","81","暂不动用公开调查以免惊动可能协调出价的人。","fallback","条件/否定/承诺约束","[]","原意完整保留，依赖的行动/证据满足后才检验其遵守情况。巡查/疏散与私下约谈两支；constable 个体、报价证词、现场堵点均须证据。","约束文本可保存，但不是独立完成的世界工作，不计执行覆盖收益","独立记录现场/清理进度与两份私密陈述；暂不抓捕、不公开调查。"
"sigrun-the-boneless","initial","initial submitted frontier","/rawText","[""column""]","0","26","在纵队接近 Blackoak 前召集两名队长和骨干，","fallback","召集/派遣/接触","[]","个体或执行者身份、通道、可用性、旅行/接触时序与自主响应成立。接近 Blackoak 是前提，队长和骨干须参与；纪律不代表已经执行。","群体不是心智；请求、派出、到达和执行不能相互推导","实际召集和规则传达，掠夺/伤员分工保留条件，不直接写群体一致。"
"sigrun-the-boneless","initial","initial submitted frontier","/rawText","[""column""]","26","39","重申接战前纪律与撤退顺序，","fallback","表达/请求","[]","发话者有依据，实际接触和通道/时序由规则或裁决确立。接近 Blackoak 是前提，队长和骨干须参与；纪律不代表已经执行。","发出内容不证明送达、答复、相信、服从或后续任务完成","实际召集和规则传达，掠夺/伤员分工保留条件，不直接写群体一致。"
"sigrun-the-boneless","initial","initial submitted frontier","/rawText","[""column""]","39","63","明确谁在什么条件下可以抢掠、谁必须留下看守伤员，","fallback","表达/请求","[]","发话者有依据，实际接触和通道/时序由规则或裁决确立。接近 Blackoak 是前提，队长和骨干须参与；纪律不代表已经执行。","发出内容不证明送达、答复、相信、服从或后续任务完成","实际召集和规则传达，掠夺/伤员分工保留条件，不直接写群体一致。"
"sigrun-the-boneless","initial","initial submitted frontier","/rawText","[""column""]","63","84","防止纵队自行分裂成抢掠派、谈判派和逃亡者。","fallback","条件/否定/承诺约束","[]","原意完整保留，依赖的行动/证据满足后才检验其遵守情况。接近 Blackoak 是前提，队长和骨干须参与；纪律不代表已经执行。","约束文本可保存，但不是独立完成的世界工作，不计执行覆盖收益","实际召集和规则传达，掠夺/伤员分工保留条件，不直接写群体一致。"
"sir-autse-darkheart","initial","initial submitted frontier","/attempts/0/text","[""conclave"",""undead-host""]","0","18","以旧军令格式下令亡灵驻军按口令轮换：","fallback","表达/请求","[]","发话者有依据，实际接触和通道/时序由规则或裁决确立。亡灵执行口令、魔法签名、旧印记和封印效力属于未覆盖语义；两支不能合并。","发出内容不证明送达、答复、相信、服从或后续任务完成","命令、施工/巡查、异常记录及凭证质询分开；未验证不得入遗址。"
"sir-autse-darkheart","initial","initial submitted frontier","/attempts/0/text","[""conclave"",""undead-host""]","18","30","加固结社遗址的湖崖坡道、","fallback","表达/请求","[]","发话者有依据，实际接触和通道/时序由规则或裁决确立。亡灵执行口令、魔法签名、旧印记和封印效力属于未覆盖语义；两支不能合并。","发出内容不证明送达、答复、相信、服从或后续任务完成","命令、施工/巡查、异常记录及凭证质询分开；未验证不得入遗址。"
"sir-autse-darkheart","initial","initial submitted frontier","/attempts/0/text","[""conclave"",""undead-host""]","30","41","检查旧印记与封印位置，","fallback","表达/请求","[]","发话者有依据，实际接触和通道/时序由规则或裁决确立。亡灵执行口令、魔法签名、旧印记和封印效力属于未覆盖语义；两支不能合并。","发出内容不证明送达、答复、相信、服从或后续任务完成","命令、施工/巡查、异常记录及凭证质询分开；未验证不得入遗址。"
"sir-autse-darkheart","initial","initial submitted frontier","/attempts/0/text","[""conclave"",""undead-host""]","41","53","巡逻不得越过可信防御线，","fallback","条件/否定/承诺约束","[]","原意完整保留，依赖的行动/证据满足后才检验其遵守情况。亡灵执行口令、魔法签名、旧印记和封印效力属于未覆盖语义；两支不能合并。","约束文本可保存，但不是独立完成的世界工作，不计执行覆盖收益","命令、施工/巡查、异常记录及凭证质询分开；未验证不得入遗址。"
"sir-autse-darkheart","initial","initial submitted frontier","/attempts/0/text","[""conclave"",""undead-host""]","53","63","并逐条记录夜间异常。","fallback","记录/复述","[]","原始数据、证词来源、记录载体或实际复述存在。亡灵执行口令、魔法签名、旧印记和封印效力属于未覆盖语义；两支不能合并。","复制不能创造被抄信息，也不能把意图或命令当作已有记录","命令、施工/巡查、异常记录及凭证质询分开；未验证不得入遗址。"
"sir-autse-darkheart","initial","initial submitted frontier","/attempts/1/text","[""jorvik-network"",""warlock-coven""]","0","45","向最近出没的 Jorvik 与 Warlock Island 信使或小股人员发出正式质询，","fallback","表达/请求","[]","发话者有依据，实际接触和通道/时序由规则或裁决确立。亡灵执行口令、魔法签名、旧印记和封印效力属于未覆盖语义；两支不能合并。","发出内容不证明送达、答复、相信、服从或后续任务完成","命令、施工/巡查、异常记录及凭证质询分开；未验证不得入遗址。"
